pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL,fecha_publicacion,fecha_publicacion_exacta,visualizaciones,inmobiliaria,antiguedad_inmueble
14,"S/ 2,000",S/ 140 Mantenimiento,"Santa Patricia, La Molina","La Molina, Lima",57 m² tot.,2 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-la-molina-146647749.html,Publicado hace 11 días,2025-06-06,116 visualizaciones,SPOYA EVANS MIRKO AUGUSTO [Agente],18 años
14,"S/ 3,670 · USD 1,020",S/ 580 Mantenimiento,"Av. José Pardo, Miraflores","Miraflores, Lima",110 m² tot.,3 dorm.,4 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-de-3-dorm.-mas-cuarto-y-bano-146646360.html,Publicado hace 13 días,2025-06-04,62 visualizaciones,Giuliana Leiva,12 años
14,"S/ 2,990 · USD 810",S/ 400 Mantenimiento,Calle Perez Roca 100,"Barranco, Lima",65 m² tot.,,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-lindo-y-acogedor-departamento-en-barranco-con-146272979.html,Publicado hace 12 días,2025-06-05,37 visualizaciones,ROSARIO ROSELLO,5 años
14,"S/ 3,174 · USD 870",S/ 360 Mantenimiento,Av. César Vallejo,"Lince, Lima",74 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-moderno-departamento-con-vista-al-parque-146643410.html,Publicado hace 13 días,2025-06-04,71 visualizaciones,REMAX ALMAFUERTE,4 años
14,"S/ 2,600 · USD 685",S/ 180 Mantenimiento,CALLE GENERAL SILVA 120. MIRAFLORES,"Aurora, Miraflores",115 m² tot.,2 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-confortable-y-bien-ubicado-145846745.html,Publicado hace 109 días,2025-02-28,326 visualizaciones,QUISPE HUAYANCA MELISA,12 años
14,"S/ 2,900 · USD 800",S/ 490 Mantenimiento,Coronel Inclan 444,"Miraflores, Lima",89 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-coronel-inclan-miraflores-146630164.html,Publicado hace 12 días,2025-06-05,77 visualizaciones,ANDREA CORREA,17 años
14,"S/ 7,125 · USD 1,900",S/ 795 Mantenimiento,MIGUEL CERVANTES,"San Isidro, Lima",181 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto-en-alquiler-san-isidro-146539749.html,Publicado hace 12 días,2025-06-05,27 visualizaciones,Luis Enrique Baca Zapatel,30 años
14,"S/ 2,300 · USD 640",S/ 250 Mantenimiento,AV. TOMAS MARSANO 300,"Surquillo, Lima",44 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-centrico-mini-departamento-en-el-limite-de-146641570.html,Publicado hace 13 días,2025-06-04,80 visualizaciones,GYG,3 años
14,"S/ 16,425 · USD 930,000","S/ 1,280 Mantenimiento",PARQUE MORA,"San Isidro, Lima",310 m² tot.,3 dorm.,3 baños,3 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-moderno-flat-en-venta-o-alquiler-en-san-isidro-142951688.html,Publicado hace más de 1 año,,77 visualizaciones,HEIGHES BASURCO MARCIA,13 años
14,"S/ 2,400",S/ 10 Mantenimiento,av arequipa 1550,"Lince, Lima",80 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-lince-casi-de-estreno-146639152.html,Publicado hace 12 días,2025-06-05,144 visualizaciones,Carlos Castro Gestor Inmobiliario,2 años
14,"S/ 2,300 · USD 600",S/ 300 Mantenimiento,Av. La Merced 1010,"Santiago de Surco, Lima",130 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-surco-totalmente-remodelado-142246823.html,Publicado hace 12 días,2025-06-05,1160 visualizaciones,Carlos Castro Gestor Inmobiliario,4 años
14,"S/ 24,310 · USD 1,629,000","S/ 1,750 Mantenimiento",SANTA MARGARITA,"San Isidro, Lima",362 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-espectacular-flat-con-vista-a-parque-en-alq-vta-en-san-146202699.html,Publicado hace 65 días,2025-04-13,33 visualizaciones,HEIGHES BASURCO MARCIA,12 años
14,"S/ 3,330 · USD 900",S/ 380 Mantenimiento,ELIAS AGUIRRE xxx,"Miraflores, Lima",74 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-de-estreno-funcional-y-con-145519497.html,Publicado hace 13 días,2025-06-04,30 visualizaciones,STM inmobiliaria,A estrenar
14,"S/ 2,500",S/ 180 Mantenimiento,Avenida El Sol Este 176 Barranco,"Barranco, Lima",40 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-moderno-departamento-amoblado-en-barranco-146582158.html,Publicado hace 14 días,2025-06-03,,TOP HOUSE PERU INMOBILIARIA,4 años
14,"S/ 2,100",S/ 150 Mantenimiento,Av. Miguel Grau 1502 Dpto. 8xx,"Barranco, Lima",40 m² tot.,,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-mini-departamento-en-alquiler-en-barranco-frente-al-146594465.html,Publicado hace 14 días,2025-06-03,27 visualizaciones,SMITH REAL ESTATE,5 años
14,"S/ 3,000 · USD 800",S/ 250 Mantenimiento,avenida arequipa cuadra 15,"Lince, Lima",76 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-con-o-sin-muebles-cerca-a-rebagliati-y-146471096.html,Publicado desde ayer,2025-06-16,63 visualizaciones,RYM GESTION INMOBILIARIA,6 años
14,"S/ 4,700 · USD 1,300",S/ 580 Mantenimiento,Ps Tejada,"Armendariz, Miraflores",124 m² tot.,2 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-moderno-departamento-amoblado-144347323.html,Publicado desde ayer,2025-06-17,59 visualizaciones,VERONICA HOPKINS,4 años
14,"S/ 3,439 · USD 950",S/ 350 Mantenimiento,Dirección no informada,"Miraflores, Lima",90 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-e-impecable-departamento-a-un-paso-del-malecon-146628837.html,Publicado hace 14 días,2025-06-04,41 visualizaciones,AMELIA PINZAS SORIANO,5 años
14,"S/ 2,200",,calle Alameda del Rocío 565,"Santiago de Surco, Lima",85 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-2do-piso-en-alameda-del-146627370.html,Publicado hace 13 días,2025-06-05,237 visualizaciones,URBE GESTION INTEGRAL SAC,30 años
14,"S/ 2,350 · USD 650",S/ 280 Mantenimiento,Murray 135,"La Calera, Surquillo",66 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-surquillo-cerca-a-la-av-146626344.html,Publicado hace 13 días,2025-06-05,74 visualizaciones,REMAX DREAMS S.A.C. [Persona Natural],8 años
14,"S/ 1,500",S/ 140 Mantenimiento,Los Faisanes,"La Campiña, Chorrillos",55 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-en-chorrillos-av-los-146626008.html,Publicado hace 13 días,2025-06-05,93 visualizaciones,Giovanna Flores,1 años
14,"S/ 4,600 · USD 1,250",S/ 350 Mantenimiento,Avenida Javier Prado Oeste Cdra 5,"San Isidro, Lima",151 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-flat-en-javier-prado-oeste-cdra-5-san-isidro-146625235.html,Publicado hace 13 días,2025-06-05,29 visualizaciones,MIDORI KISHIMOTO,42 años
14,"S/ 4,048 · USD 1,100",S/ 429 Mantenimiento,CALLE SAN MARTIN MIRAFLORES,"Miraflores, Lima",104 m² tot.,3 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-oportunidad.-alquiler-centrico-departamento-en-el-146598361.html,,,,,
14,"S/ 6,588 · USD 1,800",S/ 850 Mantenimiento,Berlin 734 Miraflores,"Miraflores, Lima",200 m² tot.,4 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-amplio-departamento-de-4-dorm.-miraflores-146608711.html,Publicado hace 14 días,2025-06-04,49 visualizaciones,SKY HOUSE,10 años
14,"S/ 2,700",S/ 390 Mantenimiento,Jr Recavarren 1300 Surquillo,"Limatambo, Surquillo",130 m² tot.,3 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-primer-piso-surquillo-san-isidro-146486324.html,Publicado hace 14 días,2025-06-04,220 visualizaciones,iMOY GROUP INMOBILIARIA,7 años
14,"S/ 1,350 · USD 360",,Alquilo Minidepartamento EN SAN Miguel,"San Miguel, Lima",40 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-minidepartamento-en-san-miguel-146620695.html,Publicado hace 14 días,2025-06-04,253 visualizaciones,INMOBILIARIA INFINITO NOVANTANOVE,20 años
140,"S/ 1,250",,CALLE CURAZAO 207,"Santa Patricia I-etapa, La Molina",50 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-la-molina-minidpto.-1x1-50-m-sup2--2dorm-2-banos-4to-59560926.html,Publicado hace 4 días,2025-06-14,52 visualizaciones,FERNANDO RODRIGUEZ [Persona Natural],A estrenar
140,"S/ 2,300",S/ 200 Mantenimiento,"C. Los Negocios, 179, 15047, Surquillo, Lima, Perú","Surquillo, Lima",70 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-amplio-departamento-en-surquillo.-146429721.html,Publicado hace 35 días,2025-05-14,252 visualizaciones,PROPER RENTAS,6 años
140,"S/ 1,850",S/ 150 Mantenimiento,"Av. San Felipe, 758, 15072, Jesús María, Lima, Perú","Jesús María, Lima",45 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-amplio-departamento-de-estreno-146619610.html,Publicado hace 14 días,2025-06-04,60 visualizaciones,PROPER RENTAS,A estrenar
140,"S/ 2,200",S/ 170 Mantenimiento,"Av. Tomas Marsano, 2253, 15048, Surquillo, Lima, Perú","Surquillo, Lima",56 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-de-estreno-en-surquillo.-146358788.html,Publicado hace 43 días,2025-05-06,131 visualizaciones,PROPER RENTAS,A estrenar
140,"S/ 1,390",,Jirón Chancay,"Lima Cercado, Lima",50 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-2-dorm.-1-bano-piso-4-sin-ascensor-hospital-146534867.html,Publicado hace 23 días,2025-05-26,76 visualizaciones,KISSY CASAS,8 años
140,"S/ 1,990",S/ 250 Mantenimiento,Avenida Alejandro Bertello,"Lima Cercado, Lima",80 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-2-dorm.-1-oficina-primer-piso-estreno-146208829.html,,,,,A estrenar
140,"S/ 2,400",S/ 150 Mantenimiento,Jiron Combate de Angamos 542,"Santiago de Surco, Lima",70 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-estreno-en-surco-condominio-146722910.html,Publicado hace 3 días,2025-06-15,,BIG FISH REALTY,A estrenar
140,"S/ 2,000",S/ 300 Mantenimiento,Hermanos Catarí,"San Miguel, Lima",65 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-2-dorm.-de-estreno-en-hermanos-catari-san-146677006.html,Publicado hace 7 días,2025-06-11,,KISSY CASAS,1 años
140,"S/ 2,890",S/ 263 Mantenimiento,Avenida Ernesto Diez Canseco,"Miraflores, Lima",80 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-2-dorm.-amoblado-en-av-ernesto-diez-canseco-146676919.html,Publicado hace 8 días,2025-06-10,,KISSY CASAS,5 años
140,"S/ 3,890",S/ 590 Mantenimiento,Calle Piura 454,"Miraflores, Lima",90 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-estreno-en-miraflores-146608302.html,Publicado hace 8 días,2025-06-10,,BIG FISH REALTY,A estrenar
140,"S/ 2,900 · USD 800",S/ 400 Mantenimiento,Calle San Martin 470,"Miraflores, Lima",115 m² tot.,3 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-a-pasos-de-la-av-larco-146429330.html,Publicado hace 8 días,2025-06-10,81 visualizaciones,BIG FISH REALTY,20 años
140,"S/ 1,800",S/ 180 Mantenimiento,Avenida Principal 775 Surquillo,"La Calera, Surquillo",45 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-en-edificio-principal-775-146668798.html,Publicado hace 8 días,2025-06-10,65 visualizaciones,PROPER RENTAS,A estrenar
140,"S/ 2,590",S/ 280 Mantenimiento,Calle Los Canarios,"Surquillo, Lima",55 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-2-dorm.-todo-de-estreno-calle-los-canarios-146596190.html,Publicado hace 16 días,2025-06-02,15 visualizaciones,KISSY CASAS,A estrenar
140,"S/ 2,150",S/ 200 Mantenimiento,Avenida Almirante Grau 1502,"Barranco, Lima",40 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin--sin-amoblar-alquilo-departamento-en-barranco-limite-146582567.html,Publicado hace 19 días,2025-05-30,46 visualizaciones,BIG FISH REALTY,3 años
140,"S/ 1,390",S/ 30 Mantenimiento,Jirón Caraz,"Los Olivos, Lima",90 m² tot.,3 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-3-dorm.-1-bano-4to-piso-sin-ascensor-146582119.html,Publicado hace 19 días,2025-05-30,34 visualizaciones,KISSY CASAS,10 años
140,"S/ 1,090",S/ 60 Mantenimiento,Las filipinas,"Callao, Lima",120 m² tot.,4 dorm.,3 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-3-dorm.-1-oficina-3-banos-super-amplio-145947439.html,Publicado hace 22 días,2025-05-27,27 visualizaciones,KISSY CASAS,2 años
140,"S/ 1,490",S/ 150 Mantenimiento,alameda del rimac,"Rímac, Lima",85 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-3-dorm-2-banos-estreno-alameda-del-rimac-145507602.html,Publicado hace 26 días,2025-05-23,36 visualizaciones,KISSY CASAS,1 años
140,"S/ 1,290",S/ 150 Mantenimiento,Condominio MAMBO UNNO,"Comas, Lima",65 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-2-dorm.-2-banos-condominio-mambo-unno-comas-146527739.html,Publicado hace 26 días,2025-05-23,,KISSY CASAS,1 años
140,"S/ 2,490",S/ 190 Mantenimiento,Loma hermosa,"Santiago de Surco, Lima",105 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-3-dorm.-2-banos-excelentes-acabados-cochera-146509854.html,Publicado hace 26 días,2025-05-23,352 visualizaciones,KISSY CASAS,5 años
140,"S/ 1,590",,Los vinzos,"Callao, Lima",100 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-2-dorm.-1-bano-precio-servicios-incluidos-146509846.html,Publicado hace 27 días,2025-05-22,,KISSY CASAS,10 años
140,"S/ 1,390",,Jirón Bulgaria,"Los Olivos, Lima",80 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-3-dorm.-2-banos-a-3-cuadras-de-la-146509835.html,Publicado hace 26 días,2025-05-23,65 visualizaciones,KISSY CASAS,8 años
140,"S/ 1,990",S/ 250 Mantenimiento,Manuel Ugartechi,"Pueblo Libre, Lima",57 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-2-dorm.-2-banos-manuel-ugartechi-pueblo-146509822.html,Publicado hace 26 días,2025-05-23,95 visualizaciones,KISSY CASAS,2 años
140,S/ 890,S/ 120 Mantenimiento,Condominio las praderas,"Comas, Lima",65 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-3-dorm.-2-banos-piso-12-condominio-las-146458464.html,Publicado hace 33 días,2025-05-16,25 visualizaciones,KISSY CASAS,A estrenar
140,"S/ 1,250",,Camino real,"Santiago de Surco, Lima",65 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-2-dorm.-1-bano-cuarto-piso-camino-real-146401741.html,Publicado hace 40 días,2025-05-09,442 visualizaciones,KISSY CASAS,10 años
140,"S/ 1,690",S/ 190 Mantenimiento,Las gaviotas,"Chorrillos, Lima",65 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-2-dorm.-2-banos-estreno-las-gaviotas-146388353.html,Publicado hace 40 días,2025-05-09,39 visualizaciones,KISSY CASAS,A estrenar
140,"S/ 1,480",,JR. ACUARIO 806,"Mercurio, Los Olivos",90 m² tot.,3 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-familiar-145604971.html,Publicado hace 56 días,2025-04-23,66 visualizaciones,ROCIO DEL CARMEN LEON,8 años
140,"S/ 1,700",S/ 225 Mantenimiento,los Tulipanes y Av. Universitaria San Miguel 15088 Perú,"San Miguel, Lima",57 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-de-estreno-en-san-miguel-145887522.html,Publicado hace 103 días,2025-03-07,154 visualizaciones,PROPER RENTAS,A estrenar
140,"S/ 2,200",,Av Pershing 820,"San Felipe, Magdalena",43 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-estreno-en-magdalena-limite-146582487.html,,,,,A estrenar
140,"S/ 1,490",,Calle Juan Castro,"Villa Juanita, Comas",150 m² tot.,3 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-3-dorm.-segundo-piso-calle-juan-castro-comas-146595379.html,Publicado hace 17 días,2025-06-01,15 visualizaciones,KISSY CASAS,1 años
140,S/ 990,S/ 130 Mantenimiento,Panamericana con trapiche,"San Martín de Porres, Lima",67 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-3-dorm.-2-banos-piso-20-estreno-146432733.html,Publicado hace 21 días,2025-05-28,30 visualizaciones,KISSY CASAS,A estrenar
141,"S/ 1,090",S/ 50 Mantenimiento,Avenida Santos Chocano,"San Martín de Porres, Lima",60 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-3-dorm.-2-banos-santos-chocano-145951549.html,Publicado hace 55 días,2025-04-24,106 visualizaciones,KISSY CASAS,5 años
141,"S/ 4,650 · USD 1,250",S/ 330 Mantenimiento,Calle Las Camelias Cdra 8,"San Isidro, Lima",45 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-flat-con-linda-vista-al-parque-145779995.html,Publicado hace 117 días,2025-02-21,,MIDORI KISHIMOTO,2 años
15,"S/ 2,600",S/ 190 Mantenimiento,JIRON HUASCAR 1989,"Jesús María, Lima",84 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-lindo-departamento-amoblado-146619506.html,,,,,
15,"S/ 2,200",S/ 180 Mantenimiento,Jirón Huascar al 2000,"Jesús María, Lima",40 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-jesus-maria-146618247.html,Publicado hace 14 días,2025-06-04,57 visualizaciones,MUNDESI MUNDO INMOBILIARIO,A estrenar
15,"S/ 1,150 · USD 330",S/ 200 Mantenimiento,Jr. Puerto Pizarro,"La Molina, Lima",40 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-duplex:-pareja-gato-145955660.html,Publicado hace 14 días,2025-06-04,167 visualizaciones,VICTORIAN HOME E.I.R.L,6 años
15,"S/ 4,350 · USD 325,000",S/ 820 Mantenimiento,"AV. SAN MARTIN 605, BARRANCO","Barranco, Lima",112 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-vive-en-el-corazon-de-barranco-2-cuadras-del-malecon-146613375.html,Publicado hace 15 días,2025-06-03,43 visualizaciones,M&C Asociados,5 años
15,"S/ 5,500 · USD 1,500",S/ 680 Mantenimiento,Mimosas,"Barranco, Lima",125 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-renta-en-barranco-frente-al-parque-146612088.html,Publicado hace 15 días,2025-06-03,27 visualizaciones,SARAH THOMPSON,9 años
15,"S/ 2,770 · USD 750",S/ 280 Mantenimiento,Republica de Panama 3XX,"Barranco, Lima",72 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-disfruta-una-panoramica-vista-dpto-tres-dorm.-en-146610834.html,Publicado hace 14 días,2025-06-04,42 visualizaciones,Ana Macedo,12 años
15,"S/ 1,750 · USD 490",S/ 200 Mantenimiento,"Jiron Progreso, Barranco","Barranco, Lima",55 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-sin-amoblar-en-barranco-146607021.html,Publicado hace 16 días,2025-06-02,216 visualizaciones,Patricia Cecilia Tuesta Noel,2 años
15,"S/ 2,737 · USD 750",S/ 310 Mantenimiento,"Avenida Grau, Barranco","Barranco, Lima",40 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-amoblado-en-barranco-146607381.html,Publicado hace 16 días,2025-06-02,,Patricia Cecilia Tuesta Noel,1 años
15,"S/ 4,195 · USD 1,150",,AV. REDUCTO,"Leuro, Miraflores",99 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-duplex-miraflores-2d-cochera-amobaldo-y-146591817.html,Publicado hace 16 días,2025-06-02,,ROMERO CHAVARRY MARINA IVONE,1 años
15,"S/ 2,390 · USD 660",S/ 350 Mantenimiento,Bustamante 105,"Barranco, Lima",52 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-moderno-departamento-con-terraza-1-146444367.html,Publicado hace 15 días,2025-06-03,68 visualizaciones,Jackeline Rosado,4 años
15,"S/ 3,100 · USD 850",S/ 300 Mantenimiento,General Vidal,"Miraflores, Lima",86 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-amoblado-de-86-m-sup2--en-miraflores-de-2-146542759.html,Publicado hace 15 días,2025-06-03,147 visualizaciones,Jackeline Rosado,15 años
15,"S/ 4,700 · USD 1,300",S/ 410 Mantenimiento,Grimaldo del Solar,"Miraflores, Lima",131 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-duplex-semi-amoblado-en-el-corazon-de-146073503.html,Publicado hace 16 días,2025-06-02,170 visualizaciones,Jackeline Rosado,5 años
15,"S/ 6,935 · USD 1,900",S/ 309 Mantenimiento,AV. Armendariz al 200,"Miraflores, Lima",228 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-triplex-penthouse-en-alquiler-y-venta-cerca-a-larcomar-146592294.html,Publicado hace 15 días,2025-06-03,43 visualizaciones,SMITH REAL ESTATE,19 años
15,"S/ 2,576 · USD 700",S/ 250 Mantenimiento,Juan Norberto Elespuru San Isidro,"San Isidro, Lima",40 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-lindo-departamento-amoblado-en-san-isidro-146367142.html,Publicado hace 15 días,2025-06-03,88 visualizaciones,STM inmobiliaria,A estrenar
15,"S/ 1,700",,ALT CDRA 2 DE JR AYACUCHO,"Santiago de Surco, Lima",75 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-surco-3-dorm.-1-700-soles-146600943.html,Publicado hace 15 días,2025-06-03,398 visualizaciones,IKASA,1 años
15,"S/ 5,840 · USD 1,600",S/ 500 Mantenimiento,Malecón Balta 792 Miraflores,"Miraflores, Lima",125 m² tot.,2 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-duplex-amoblado-122-m-sup2--con-terraza-145982844.html,Publicado hace 16 días,2025-06-02,,Crece Inmobiliaria,2 años
15,"S/ 1,100",,ALT CDRA 38 DE AV JAVIER PRADO,"San Borja, Lima",30 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-san-borja-1-dormitorio-1-100-soles-servicios-incluidos-146600359.html,Publicado hace 15 días,2025-06-03,526 visualizaciones,IKASA,1 años
15,"S/ 4,380 · USD 1,100",S/ 900 Mantenimiento,malecon de la marina,"Miraflores, Lima",125 m² tot.,2 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-vive-frente-al-mar!-alquilo-dpto-en-malecon-de-la-146246824.html,Publicado hace 15 días,2025-06-03,259 visualizaciones,GGM,14 años
15,"S/ 1,800",S/ 180 Mantenimiento,Calle Narciso de La Colina,"Surquillo, Lima",60 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-1er-piso-con-terraza-surquillo-146596119.html,Publicado hace 16 días,2025-06-02,174 visualizaciones,GGM,4 años
15,"S/ 4,900 · USD 1,350",S/ 430 Mantenimiento,baltazar la torre,"San Isidro, Lima",125 m² tot.,2 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin--a-un-paso-del-golf:-departamento-casi-nuevo-en-146595304.html,Publicado hace 17 días,2025-06-01,35 visualizaciones,VICTORIAN HOME E.I.R.L,12 años
15,"S/ 2,896 · USD 800",S/ 300 Mantenimiento,Dirección no informada,"Miraflores, Lima",80 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-en-alquiler-en-una-excelente-146592574.html,Publicado hace 17 días,2025-06-01,82 visualizaciones,AMELIA PINZAS SORIANO,9 años
15,"S/ 5,402 · USD 1,480",S/ 700 Mantenimiento,Palmeras 331 san Isidro al 300,"San Isidro, Lima",189 m² tot.,4 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-en-san-isidro-146592092.html,,,,,
